text_index,aspect,keyword_found,sentiment,text
3245,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3245,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3246,price,price,negative,Not worth the price! Very disappointed!
3249,price,price,negative,Not worth the price! Very disappointed!
3250,quality,quality,negative,Very poor quality! Not recommended at all!
3251,price,money,negative,Complete waste of time and money! 😤
3252,price,money,negative,Terrible experience! Waste of money! 😡
3256,quality,quality,negative,Poor quality and bad customer service!
3256,service,service,negative,Poor quality and bad customer service!
3256,service,customer,negative,Poor quality and bad customer service!
3259,price,money,negative,Complete waste of time and money! 😤
3260,service,support,positive,Fantastic experience with customer support!
3260,service,customer,positive,Fantastic experience with customer support!
3261,quality,quality,negative,Poor quality and bad customer service!
3261,service,service,negative,Poor quality and bad customer service!
3261,service,customer,negative,Poor quality and bad customer service!
3263,price,money,negative,Terrible experience! Waste of money! 😡
3266,quality,quality,negative,Poor quality control! Avoid this product!
3267,quality,quality,neutral,"Average quality, meets basic expectations."
3268,price,value,positive,Great value for money! Very satisfied!
3268,price,money,positive,Great value for money! Very satisfied!
3269,quality,quality,neutral,"Average quality, meets basic expectations."
3270,quality,quality,positive,Great service and excellent quality! 👏
3270,service,service,positive,Great service and excellent quality! 👏
3271,service,support,negative,Defective product! Bad customer support!
3271,service,customer,negative,Defective product! Bad customer support!
3273,service,support,negative,Defective product! Bad customer support!
3273,service,customer,negative,Defective product! Bad customer support!
3275,features,features,neutral,Typical product with standard features.
3276,quality,quality,positive,Great service and excellent quality! 👏
3276,service,service,positive,Great service and excellent quality! 👏
3277,quality,quality,neutral,"Average quality, meets basic expectations."
3279,price,value,positive,Great value for money! Very satisfied!
3279,price,money,positive,Great value for money! Very satisfied!
3280,price,value,positive,Great value for money! Very satisfied!
3280,price,money,positive,Great value for money! Very satisfied!
3282,price,price,negative,Not worth the price! Very disappointed!
3283,price,money,negative,Complete waste of time and money! 😤
3287,quality,quality,positive,Great service and excellent quality! 👏
3287,service,service,positive,Great service and excellent quality! 👏
3288,service,support,positive,Fantastic experience with customer support!
3288,service,customer,positive,Fantastic experience with customer support!
3294,features,features,positive,Really impressed with the features and performance!
3294,performance,performance,positive,Really impressed with the features and performance!
3295,price,value,positive,Great value for money! Very satisfied!
3295,price,money,positive,Great value for money! Very satisfied!
3297,features,features,positive,Really impressed with the features and performance!
3297,performance,performance,positive,Really impressed with the features and performance!
3298,price,value,positive,Great value for money! Very satisfied!
3298,price,money,positive,Great value for money! Very satisfied!
3299,service,support,positive,Fantastic experience with customer support!
3299,service,customer,positive,Fantastic experience with customer support!
3300,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3300,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3303,price,money,negative,Complete waste of time and money! 😤
3304,service,support,positive,Fantastic experience with customer support!
3304,service,customer,positive,Fantastic experience with customer support!
3306,price,money,negative,Complete waste of time and money! 😤
3307,features,functionality,neutral,Functionality is basic but sufficient.
3309,quality,quality,neutral,"Average quality, meets basic expectations."
3310,service,support,negative,Defective product! Bad customer support!
3310,service,customer,negative,Defective product! Bad customer support!
3311,quality,quality,negative,Poor quality and bad customer service!
3311,service,service,negative,Poor quality and bad customer service!
3311,service,customer,negative,Poor quality and bad customer service!
3313,features,functionality,neutral,Functionality is basic but sufficient.
3317,quality,quality,positive,Great service and excellent quality! 👏
3317,service,service,positive,Great service and excellent quality! 👏
3320,features,features,positive,Really impressed with the features and performance!
3320,performance,performance,positive,Really impressed with the features and performance!
3321,design,look,positive,This is exactly what I was looking for! Perfect!
3323,quality,quality,negative,Poor quality control! Avoid this product!
3324,features,features,neutral,Typical product with standard features.
3327,price,money,negative,Terrible experience! Waste of money! 😡
3328,features,functionality,neutral,Functionality is basic but sufficient.
3329,quality,quality,negative,Very poor quality! Not recommended at all!
3330,service,support,positive,Fantastic experience with customer support!
3330,service,customer,positive,Fantastic experience with customer support!
3331,design,look,positive,This is exactly what I was looking for! Perfect!
3334,features,functionality,neutral,Functionality is basic but sufficient.
3335,quality,quality,negative,Poor quality and bad customer service!
3335,service,service,negative,Poor quality and bad customer service!
3335,service,customer,negative,Poor quality and bad customer service!
3336,quality,quality,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3336,performance,fast,positive,Outstanding quality and fast delivery! ⭐⭐⭐⭐⭐
3341,quality,quality,negative,Poor quality and bad customer service!
3341,service,service,negative,Poor quality and bad customer service!
3341,service,customer,negative,Poor quality and bad customer service!
3345,quality,quality,negative,Poor quality and bad customer service!
3345,service,service,negative,Poor quality and bad customer service!
3345,service,customer,negative,Poor quality and bad customer service!
3346,features,functionality,neutral,Functionality is basic but sufficient.
3347,quality,quality,negative,Very poor quality! Not recommended at all!
3348,quality,quality,negative,Poor quality and bad customer service!
3348,service,service,negative,Poor quality and bad customer service!
3348,service,customer,negative,Poor quality and bad customer service!
3350,quality,quality,neutral,"Average quality, meets basic expectations."
3353,design,look,positive,This is exactly what I was looking for! Perfect!
3357,price,value,positive,Great value for money! Very satisfied!
